text,label,binary_label
refactor deprecated integer int constructor usage we need to refactor the usage of the deprecated integer int constructor in the chighlightsearchsettings java file the integer int constructor has been deprecated and marked for removal to maintain compatibility with future java versions and to follow best practices we should replace instances of new integer int with integer valueof int files affected src main java de danielluedecke zettelkasten chighlightsearchsettings java lines to update line integer someinteger new integer line integer anotherinteger new integer proposed changes replace the deprecated constructor with the recommended integer valueof int method current code java line integer someinteger new integer line integer anotherinteger new integer updated code java line integer someinteger integer valueof line integer anotherinteger integer valueof steps to reproduce compile the project using java observe the warnings regarding the deprecated integer int constructor expected outcome no warnings related to the deprecated integer int constructor should be present after the changes the code should function identically to the previous implementation but without using deprecated methods additional information for more details on the deprecation refer to the official java documentation for java lang integer labels refactoring technical debt good first issue,technical debt,1
crash on startup following verification steps to reproduce crash on startup following verification outcome crash on startup following verification operating system debian application version how did you install the app matrix provided debian package homeserver matrix org will you send logs yes,non_technical debt,0
align tipset identifier with the fip the fip at present specifies tipset identifiers as cid in message the code instead uses an opaque string byte array cids are opqaue to the protocol so there s not a good reason to depend on a cid package or import any semantics but since cid has a specific ipld tag there s a mismatch to be bridged somewhere,non_technical debt,0
update aboutus md for add details of each team member into the aboutus md file indicate the different roles played and responsibilities held by each team member,non_technical debt,0
gargoyles series name gargoyles series year series database ids imdb tmdb tvdb creator username blueprint description logo style card with show s font custom backdrop and episode fixups for multi episode arcs blueprint json series font id card type logo extra keys logo vertical shift use background image extra values true template ids source files episodes template ids title awakening part i match title false auto split title false template ids title awakening part ii match title false auto split title false template ids title awakening part iii match title false auto split title false template ids title awakening part iv match title false auto split title false template ids title awakening part v match title false auto split title false template ids title city of stone part i match title false auto split title false template ids title city of stone part ii match title false auto split title false template ids title city of stone part iii match title false auto split title false template ids title city of stone part iv match title false auto split title false template ids title avalon part i match title false auto split title false template ids title avalon part ii match title false auto split title false template ids title avalon part iii match title false auto split title false template ids title the gathering part i match title false auto split title false template ids title the gathering part ii match title false auto split title false template ids title hunter s moon part i match title false auto split title false template ids title hunter s moon part ii match title false auto split title false template ids title hunter s moon part iii match title false auto split title false templates fonts name gargoyles color delete missing true file gargoyles ttf kerning size stroke width previews description preview title cards zip of font files zip of source files,non_technical debt,0
must have automation to deploy new changes to the cloud as a stakeholder i need the application to have automation to deploy new changes to the cloud so that updates and enhancements can be quickly and efficiently deployed without manual intervention details and assumptions automation for deployment should include processes such as continuous integration continuous deployment ci cd changes pushed to the repository should trigger automated deployment to the cloud environment acceptance criteria gherkin given a new change is pushed to the repository when the ci cd pipeline is triggered then the changes should be automatically deployed to the cloud environment and i should receive a notification confirming successful deployment,technical debt,1
try to seek for race conditions occurring in actions only i ve experienced them more than little times in node masq communication communication manager at more places in there,non_technical debt,0
implement land state land state problem we need the land state to actually go back to where it launches from or where we are allowed to land for the competition solution just implement what i said above in state machine states impl land impl py additional information provide any additional information,non_technical debt,0
deploy service to the cloud as a service provider i need the service to be deployed to the cloud so that i can scale capacity with user demand details and assumptions we will use ibm cloud deploy as a cloud foundry app acceptance criteria gherkin given i have deployed to the cloud when a customer comes to our url then our service will be available,technical debt,1
proposal establish guidelines for where commands should go there s been some recent discussion prompted by the addition of kubeadm and how kubectl will evolve w r t which commands belong where questions to answer what commands and features should we put under kubectl under kubeadm federation wants to add commands to register a new cluster and create a new cluster on top of an existing cluster should they do that in kubectl kubeadm or separate for components that are not part of the core project should they be added directly into the existing commands or be expected to use an extension mechanism as proposed elsewhere is kubeadm part of cluster lifecycle or is it a general kubernetes administration command when should we add new cli commands should we add kubefed background today many users of kubectl are single cluster admins one or more devops people who use the whole cluster themselves however an increasingly large and in the future likely dominant portion of users will be app admins using a cluster hosted by someone else ebay samsung openshift customers etc are all likely examples where a central ops team owns the cluster and then gives access to namespaces and subsets of the cluster for individual teams the user spectrum of kubectl will range from very sophisticated cluster administrators all the way to individual developers making changes on their cluster who need to see the status of some resources points on the user spectrum cluster administrators and users with control over an entire cluster admin and deploy apps sophisticated users with delegated access to portions of the cluster who may have access to many clusters unsophisticated cluster consumers with limited access to non namespaced resources over time we will continue to add administrative level functionality to kube some of that functionality has overlap with actions users take for instance kubectl get and kubectl apply are used by all classes of user but some of that is not relevant for unprivileged users such as drain taint cordon etc deciding which commands go where some goals we have had for kubectl keep the list of commands small and focused on core use cases keeping the command list small helps ease new unsophisticated users into the tool we can also hide nest deemphasize certain commands help new users find the important commands first commands that are not commonly used should not be given equal visual priority and weight as uncommon commands it s ok if an admin has to type out a few more letters help users understand where to find common function group like function with like we have not yet clarified our goals for kubeadm but today it is focused on people deploying clusters and adding and removing new components this heavily overlaps with the cluster admin single cluster owner user but does not overlap with the tenant user case much some useful experience from openshift which has oc which wraps kubectl and oadm which contains admin stuff and oc adm which embeds oadm under oc in openshift we have additional administrative level commands that are part of our oadm command that handles config generation certificate signing policy specifically cluster level policy installation management level tasks like resource migration and other actions that only cluster admins will have i believe over time kube will have all of these so it s important to clarify that once we turn on policy for clusters typically the actions you can perform are broken down by role those roles in turn form natural groupings of what you can do things cluster admins can do things namespace owners can do things regular users can do that can benefit from a cluster setup we will want to create other commands around kubectl that perform more specific workflows things like the deis command line and elsewhere design we should clarify where we add commands and what belongs where some possible options and rules kubectl contains everything kubeadm is only for installation kubectl is for generic cluster interaction app admin level and for tenant style applications kubeadm is for administrative actions on a cluster install configuration kubeadm is for installation and management of clusters kubectl adm is for administrative actions and kubectl is for tenant style applications further clarification for federation should federation be able to claim the top level kubectl register action or should it be kubectl federation register or kubeadm join federation should federation should be treated as an extension because you can add it on top and it doesn t need to be compiled into kube and thus we should implement the extension proposal,non_technical debt,0
establish preliminary django admin access control for content moderator users description see the following for implementation description and rationale,non_technical debt,0
is old and has major issues surrounding wire requestfrom with wire begintransmission devaddr wire endtransmission is not the correct usage of the wire lib this bug has been fixed in already years ago in,non_technical debt,0
frequent test failures of testfunctional parallel imagecommands imagelistshort this test has high flake rates for the following environments environment flake rate,non_technical debt,0
include projectred silicone in recipe is your enhancement request related to a problem please describe despite being referred to in the enablesiliconcompat config by default projectred silicone does not seem to work probably because it doesn t have ore dictionary support by default describe the solution you d like explicitly include projectred silicone in recipes describe alternatives you ve considered manually doing this with crafttweaker but having this as a default behaviour would benefit other modpacks minecraft version is this regarding screenshots no response additional context no response,non_technical debt,0
region model improvements new fields spatial extent a geojson object url used in the case of usgcrp regions to point to the longform region coverage on globalchange gov could be used for other created regions for other reports if they have an equivalent page provenance region region that replaces another in a future report i e great plains was replaced by northern southern great plains using dct replaces dct issreplacedby relationship region region that is part of another region i e southeast is a part of united states would be created as a region map with parent child relationship gcmd keywords used for the location gcmd keyword set to associate states with their nca regions,non_technical debt,0
imprimir memoria la memoria ha de estar encuadernada en formato libro cosido libro pegado libro con grapa de canto metálico prensada revista de tapa dura y grapa no se deben usar formatos de encuadernación de tornillos espirales canutillos y similares,non_technical debt,0
modify url validation format description of the tech debt validation for urls was added in this card is to modify the validation so that the http or https portion of the url is not required,technical debt,1
update scrollpicker describe the feature use the scroll snap type or other means to improve the scroll behavoir of the scrollpicker why is this feature needed because the scroll behavior is not very smooth additional context from,non_technical debt,0
add the missing deprecated javadoc tag img width alt screenshot at pm src img width alt screenshot at pm src describe the bug deprecation should be marked with both the deprecated annotation and deprecated javadoc tag the annotation enables tools such as ides to warn about referencing deprecated elements and the tag can be used to explain when it was deprecated why and how references should be refactored location src main java de dennisguse opentracks chart chartfragment java proposed solution to resolve this issue the deprecated annotation should be added above in javadoc comment format this format ensures that at compiler time the members and methods of a deprecated class or interface are ignored by this rule reason automatic documentation generation javadoc comments are structured in a way that they can be processed by the javadoc tool to generate api documentation in html format this makes it easier for developers to understand and use classes methods and other components of a java project the generated documentation serves as a reference for other developers making the codebase more accessible and maintainable standardization and consistency javadoc comments provide a standardized format for documenting code elements such as classes methods fields and parameters by following this format consistently across the project developers ensure that the documentation is clear organized and easy to navigate this promotes better code readability and maintainability especially in collaborative development environments where multiple developers work on the same codebase,technical debt,1
requirement nr jobs description a user can make new job for a class group it should have a description with max characters and a max of booking rates requirement is mandatory subtasks create unittests implement backend requirements implementing making a new job edit job delete job,non_technical debt,0
list all accounts in the service as a administrator i need list all the accounts so that list all the accounts that i want details and assumptions need the way to list all the accounts acceptance criteria gherkin given i have created accounts when i look all acounts to list them then they should be listed,technical debt,1
use bytecode generation for pageframereducer is your feature request related to a problem currently we have several static methods used as pageframereducer for filtering and aggregation one example in the case of group by we have multiple map implementations as well as recordsink in use depending on the exact query this leads to virtual vtable and interface call tables itable overhead for each aggregated row we could get rid of this overhead by generating bytecode of an anonymous class similar to how it s done in recordsinkfactory and other similar classes as the first step it should be enough to generate more specific aggregation methods e g aggregatefileteredsharded and aggregatefilterednonsharded this way java filter calls will still suffer from monomorphism but at least aggregation won t describe the solution you d like no response describe alternatives you ve considered no response full name andrei pechkurov affiliation questdb additional context no response,non_technical debt,0
deploy service to the cloud as a service provider i need the service to be deployed to the cloud so that i can scale capacity with user demand details and assumptions we will use ibm cloud acceptance criteria gherkin given i have deployed to the cloud when a customer comes to our url then our service will be available,technical debt,1
complete deploy service to the cloud as a service provide i need to deploy the counter application to the cloud so that it can be accessed and utilized by end users anywhere details and assumptions artifacts for cloud foundry app have already been created in branch cf deploy database still needs to be provisioned app needs to be pushed and connected to the database acceptance criteria gherkin given the deployed counter application and its dependencies when the deployment process is initiated then the application should be successfully deployed to the cloud environment,technical debt,1
enhance approval modals for the eth flow approve max amount reported in we need to adjust modals for the classic eth flow wdyt approval modal for the case when a user connected to mm looks this way,technical debt,1
make bindconverter safe for aot or mark as unsafe is there an existing issue for this i have searched the existing issues is your feature request related to a problem please describe the problem has a ton of dynamicallyaccessedmembers all annotations it seems the class barely made the cut for trim safety but definitely will not work in its current state for aot why not just mark those methods as requiring dynamic code and therefore unsafe for aot unfortunately our forms input classes implement bindconverter tryconvertto and to mark those as unsafe puts us in a jam since their implementation of buildrendertree must have the same annotations as the version in base class clearly we can t take dynamic code annotations up the call chain unless we want large parts of blazor to be marked as unsafe for aot why does bindconverter need so many dynamicallyaccessedmembers annotations the use of see and seem to be the culprit and to my knowledge there will be no effort to remove any dynamic code annotations from there describe the solution you d like i see a few different options here go ahead and mark everything bindconverter touches and the subsequent warnings that bubble up the call chain as unsafe for aot this would create an obstacle to blazor being a useful framework for native aot solutions get bindconverter to a point where it works without the dynamicallyaccessedmembers all annotations which would require the removal of typedescriptor getconverter mark bindconverter as unsafe and create safe paths for classes that use bindconverter but also want to enable aot by using an if else block that checks for runtimefeature isdynamiccodecompiled additional context cc jamesnk eerhardt for any advice additional context or cautionary tales surrounding this part of effort tracked in,technical debt,1
add node wrappers for node cli tools to use i m not a node expert but i ve discovered a few random tuis written in node that would likely benefit from adopting notcurses but are put to an immediate halt on evaluating due to the lack of wrappers so if there are any node experts who are interested in this project please see if wrappers could be made,non_technical debt,0
cve medium detected in cve medium severity vulnerability vulnerable library library home page a href found in head commit a href found in base branch main vulnerable source files xmlstring c vulnerability details heap based buffer overflow in the xmlstrncat function in before as used in apple ios before os x before tvos before and watchos before allows remote attackers to execute arbitrary code or cause a denial of service memory corruption via a crafted xml document publish date url a href cvss score details base score metrics exploitability metrics attack vector local attack complexity low privileges required none user interaction required scope unchanged impact metrics confidentiality impact none integrity impact none availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution step up your open source security game with mend,non_technical debt,0
cve high detected in linuxlinux linuxlinux autoclosed cve high severity vulnerability vulnerable libraries linuxlinux linuxlinux vulnerability details a heap buffer overflow flaw was found in ipsec esp transformation code in net c and net c this flaw allows a local attacker with a normal user privilege to overwrite kernel heap objects and may cause a local privilege escalation threat publish date url a href cvss score details base score metrics exploitability metrics attack vector local attack complexity low privileges required low user interaction none scope unchanged impact metrics confidentiality impact high integrity impact high availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution step up your open source security game with mend,non_technical debt,0
how do you configure the plugin describe your use case which is not covered by existing documentation all of the changes you describe in the brief documentation are not explained where are the ui configuration options how do i change the colour text images if i have to bake changes into a new build of my jenkins docker image what files do i need to change and where reference any relevant documentation other materials or issues pull requests that can be used for inspiration no response are you interested in contributing to the documentation no response,non_technical debt,0
move terminal settings definitions and interfaces into terminalcontrib currently settings are defined in terminalconfiguration as they need to be defined on launch a method to move the implementation of these into the terminalcontrib is to just import them from terminalcongiruation and use an eslint suppression for the import,technical debt,1
complete deploy service to the cloud as a service provider i need the service to be deployed to the cloud so that i can scale capacity to the user demand details and assumptions database still needed to be provisioned app needed to be pushed and connected to the database acceptance criteria gherkin given i have deployed to the cloud when a customer come to our url then our services will be available,technical debt,1
cve medium detected in linux cve medium severity vulnerability vulnerable library linux yocto linux embedded kernel library home page a href found in head commit a href found in base branch master vulnerable source files drivers staging speakup spk ttyio c drivers staging speakup spk ttyio c vulnerability details a vulnerability was found in linux kernel where in the spk ttyio receive function it would dereference spk ttyio synth without checking whether it is null or not and may lead to a null ptr deref crash publish date url a href cvss score details base score metrics exploitability metrics attack vector local attack complexity low privileges required low user interaction none scope unchanged impact metrics confidentiality impact none integrity impact none availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution step up your open source security game with mend,non_technical debt,0
cve high detected in linuxlinux cve high severity vulnerability vulnerable library linuxlinux the linux kernel library home page a href found in head commit a href found in base branch master vulnerable source files vulnerability details an issue was discovered in the linux kernel before there is a use after free in net sctp socket c for a held lock after a peel off aka cid publish date url a href cvss score details base score metrics exploitability metrics attack vector local attack complexity low privileges required low user interaction none scope unchanged impact metrics confidentiality impact high integrity impact high availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution step up your open source security game with mend,non_technical debt,0
cve high detected in py none any whl cve high severity vulnerability vulnerable library py none any whl library with cross python path ini parsing io code log facilities library home page a href path to dependency file test utils shippable sanity requirements txt path to vulnerable library test utils shippable sanity requirements txt dependency hierarchy x py none any whl vulnerable library found in base branch devel vulnerability details the py library through for python allows remote attackers to conduct a redos regular expression denial of service attack via a subversion repository with crafted info data because the infosvncommand argument is mishandled publish date url a href cvss score details base score metrics exploitability metrics attack vector network attack complexity low privileges required none user interaction none scope unchanged impact metrics confidentiality impact none integrity impact none availability impact high for more information on scores click a href step up your open source security game with mend,non_technical debt,0
explore merge queues motivation we feel the need to be up to date with main flaky tests is slowing down the velocity at which we can merges into main since the typical experience is make a pr test flakes re run test branch is out of date update branch back to step punch wall scream cry smash keyboard idea merge queues seem like a solution for this the merge queue provides the same benefits as the require branches to be up to date before merging branch protection but does not require a pull request author to update their pull request branch and wait for status checks to finish before trying to merge yes we should fix flaking tests but that’s harder than the proposed experiment,technical debt,1
remove the trait signaturekey remove key serialization what is this task and why do we need to work on it we do not need signaturekey anymore it s a wrap of jellyfish key scheme we can remove serialization of public key so that the key size on chain will be smaller is blocked by this what work will need to be done to complete this task remove encodedpublickey remove the trait signaturekey remove the wrap of qcsignkey blsprivekey remove the wrap of qcverkey blspubkey are there any other details to include followup on this what are the acceptance criteria to close this issue unblock branch work will be merged to if not the default branch no response,technical debt,1
feat enable colours for question categories and parties categories need to have a theme colour this can be added as a color property of the question category objects parties already have this but it has no effect in the frontend the color should be applied to the category term when shown next to the questions and possibly in category headings in the candidate app this implies changes to the frontend data types such that the category of a questionprop is an object instead of just a string containing the name for parties the colour should be applied to the party flag icon this in turn would possibly imply changes to the icon component to allow for a custom color in addition to the named ones this would differ from the so that the it would either automatically create a different version for use in dark mode accept to colors customcolorlight and customcolordark for use in light and dark modes finally before using any of the colors in the frontend the colour should be automatically modified to have sufficient contrast on base possibly use the formula for contrast calculation in this either lighten or darken by mixing with black or white and either solve for correct color analytically or iteratively although it uses a dep,non_technical debt,0
cve high detected in linuxlinux cve high severity vulnerability vulnerable library linuxlinux apache software foundation asf library home page a href found in head commit a href found in base branch master vulnerable source files vulnerability details an elevation of privilege vulnerability in the kernel networking subsystem could enable a local malicious application to execute arbitrary code within the context of the kernel this issue is rated as moderate because it first requires compromising a privileged process and current compiler optimizations restrict access to the vulnerable code product android versions kernel kernel android id a publish date url a href cvss score details base score metrics exploitability metrics attack vector local attack complexity high privileges required none user interaction required scope unchanged impact metrics confidentiality impact high integrity impact high availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution step up your open source security game with mend,non_technical debt,0
add type hints to omnibus python type hints look something like def function str int we need to do this for every function in omnibus to improve readability tasks,non_technical debt,0
cve high detected in ansi html tgz cve high severity vulnerability vulnerable library ansi html tgz an elegant lib that converts the chalked ansi text to html library home page a href path to dependency file package json path to vulnerable library node modules ansi html package json dependency hierarchy react scripts tgz root library react refresh webpack plugin tgz x ansi html tgz vulnerable library found in head commit a href found in base branch main vulnerability details this affects all versions of package ansi html if an attacker provides a malicious string it will get stuck processing the input for an extremely long time publish date url a href cvss score details base score metrics exploitability metrics attack vector network attack complexity low privileges required none user interaction none scope unchanged impact metrics confidentiality impact none integrity impact none availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution ansi html direct dependency fix resolution react scripts step up your open source security game with mend,non_technical debt,0
rename local variable to match the regular expression altitudegain m does not meet the naming convention img width alt issue sonar src,technical debt,1
secnetperf not working for big payload sizes describe the bug the quic version till oct is working fine on my machine for payload size of however it is not working for the commits after october we have assigned cpus each for server and client for small payload size eg it works fine but not for bigger payload sizes following is the output to distinguish the results secnetperf exec maxtput test tput target up ptput started result upload bytes kbps ms secnetperf exec maxtput test tput target up ptput started aborted core dumped affected os windows linux macos other specify below additional os information name red hat enterprise linux version ootpa id rhel architecture cpu op mode s bit bit byte order little endian cpu s on line cpus s list thread s per core core s per socket socket s numa mode vendor id genuineintel cpu family model model name intel r xeon r silver cpu msquic version main steps taken to reproduce bug secnetperf exec maxtput server secnetperf exec maxtput test tput target up ptput client expected behavior it should not have thrown core dumped since it was working properly for the commits before and om october actual outcome secnetperf exec maxtput test tput target up ptput started result upload bytes kbps ms secnetperf exec maxtput test tput target up ptput started aborted core dumped additional details no response,non_technical debt,0
reenable cat cycle tests test fails due to recent changes in one of the dependencies need to find the root cause and fix it,technical debt,1
exploratory concept study debt portal sessions issue description usability sessions for exploratory concept study debt portal sessions scheduled for february march tasks conduct usability sessions take notes attend debrief sessions acceptance criteria sessions are complete usability study s notes document are utilized spreadsheet notes mural notes,technical debt,1
mediator logging ship logs to loki add message transit timestamp received forwarded so that we are able to correlated with wallet messages,technical debt,1
allow for configuration editing from the main process we have cases where a electron main code piece needs to write user settings for example when a dialog prompts on startup with a do not ask again check box today i have to do quite some complicate wiring to ask either the current window or the newly opening window to accept a ipc message with the request to write to settings from within this is error prone as shows ask here is to allow for config editing from the main process,technical debt,1
broke link to reference in camara api access and user consent problem description link to referense is broken page not found expected action update the reference url,non_technical debt,0
msc critical detected in fsevents tgz msc critical severity vulnerability vulnerable library fsevents tgz native access to mac os x fsevents library home page a href dependency hierarchy react scripts tgz root library x fsevents tgz vulnerable library found in base branch master vulnerability details this package has been identified by mend as containing potential malicious functionality the severity of the functionality can change depending on where the library is running user s machine or backend server the following risks were identified malware dropper – this package contains a trojan horse allowing the unauthorized installation of other potentially malicious software publish date url a href cvss score details base score metrics exploitability metrics attack vector network attack complexity low privileges required none user interaction none scope unchanged impact metrics confidentiality impact high integrity impact high availability impact high for more information on scores click a href step up your open source security game with mend,non_technical debt,0
nextcloud spreed signaling client benchmark test doku schreiben bei der messung mit dem paket nextcloud spreed signaling client edit etc nextcloud sprred signaling server conf allowall true restart signaling root testserver service nextcloud spreed signaling restart komando anpassen root testserver nextcloud spreed signaling client addr localhost config etc nextcloud spreed signaling server conf maxclients doku vorlage,non_technical debt,0
utilize organization default community health files description remove duplicate files from the repository to ensure alignment with organizational defaults as outlined in github repo guidelines related to resolution i would be interested in resolving this bug,non_technical debt,0
cve medium detected in cve medium severity vulnerability vulnerable libraries vulnerability details redis is an in memory database that persists on disk authenticated users issuing specially crafted setrange and sort ro commands can trigger an integer overflow resulting with redis attempting to allocate impossible amounts of memory and abort with an out of memory oom panic the problem is fixed in redis versions and users are advised to upgrade there are no known workarounds for this vulnerability publish date url a href cvss score details base score metrics exploitability metrics attack vector local attack complexity low privileges required low user interaction none scope unchanged impact metrics confidentiality impact none integrity impact none availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution step up your open source security game with mend,non_technical debt,0
update owasp html sanitizer library reverted the owasp sanitizer update because it is rendering svg s poorly the version we have in use is really old we ll need to fix the issue before recommitting our version reverted version version with svg changes,technical debt,1
refine draftingtemplate outline user story as a governance team member i want to know the specifics of the draftingtemplate so that i can provide support to the tool if needed assignee shiragoodman peer reviewer cherylevans description the combined feedback and github upload sections of the draftingtemplate outline are incomplete the purpose of this ticket it to update those sections so that all of governance team and platform can understand the draftingtemplate worksheets impacted artifacts tasks placeholder task peer review to be completed by peer reviewer user story and acceptance criteria are met acceptance criteria the draftingtemplate outline contains all the information necessary for supporting maintenance to the draftingtemplate how to prepare this issue refinement ticket has user story description tasks and acceptance criteria ticket has if applicable ticket has been sized once all above items are checked add the ready label planning if this ticket is picked up from the backlog mid sprint connect with shira to ensure the below items are completed correctly ticket has been discussed as a team at planning ticket has been assigned to appropriate initiative or quarterly epic ticket has been assigned to a sprint ticket has been moved to the planned pipeline in the governance team board ticket as an assignee and peer reviewer,technical debt,1
dependencies transitioning to redis for enhanced persistent storage solution transitioning to redis for enhanced persistent storage solution expected behavior the project should have a robust secure and efficient mechanism for persistent storage across ipython sessions an ideal solution would be widely adopted supported and capable of meeting our scalability and performance needs without compromising security current behavior currently we utilize a makeshift solution involving historydict for syncing re md to a sqlite database and have explored zict as an alternative for disk based dict representation however zict s use of pickle files for long term data persistence poses security concerns moreover has relatively low community adoption indicated by its github stars possible solution given the challenges we ve faced i wonder if we might explore the possibility of integrating redis into our workflow redis is well regarded for its performance and has a large community stars on github it has a straightforward however i m aware that adopting redis would be a significant change and there are considerations we d need to address such as operational complexity dependency management and ensuring data security potential risks operational complexity integrating redis could introduce new complexities in deployment and maintenance dependency management adding redis as a dependency may impact the project s setup and installation process for new users data security we must ensure that using redis does not introduce security vulnerabilities particularly in how data is accessed and stored smart goal to determine the viability of redis for our project i propose a pilot project with the following smart goal by conduct a evaluation of redis by implementing a prototype that addresses the current limitations of historydict and zict assessing operational complexity dependency management and data security concerns with the aim of presenting findings to the team steps to reproduce for bugs n a context moving to a more stable and secure method would greatly benefit the project s long term sustainability and ease of use for both new and existing users your environment n a,non_technical debt,0
vha fsr reason investigation issue description vha reached out stating they are confused by the fsr reason they are seeing on one of the submissions that came across on february slack thread discussion transaction id heatherrienks and kjsuarez both have more details in va emails tasks what work is necessary for this story to be completed acceptance criteria what will be created or happen as a result of this story how to configure this issue attached to a milestone when will this be completed attached to an epic what body of work is this a part of labeled with team product support analytics insights operations service design console services tools fe labeled with practice area backend frontend devops design research product ia qa analytics contact center research accessibility content labeled with type bug request discovery documentation etc,technical debt,1
add new cut point by bammann to cut points vignette bammann k et al generation and validation of actigraph accelerometer cut points for assessing physical activity intensity in older adults the outdoor active validation study plos one,non_technical debt,0
cve high detected in jackson databind jar cve high severity vulnerability vulnerable library jackson databind jar general data binding functionality for jackson works on core streaming api library home page a href path to dependency file pom xml path to vulnerable library home wss scanner repository com fasterxml jackson core jackson databind jackson databind jar dependency hierarchy spring boot starter web release jar root library x jackson databind jar vulnerable library found in head commit a href found in base branch master vulnerability details fasterxml jackson databind x before mishandles the interaction between serialization gadgets and typing related to org apache commons jelly impl embedded aka commons jelly publish date url a href cvss score details base score metrics exploitability metrics attack vector network attack complexity high privileges required none user interaction none scope unchanged impact metrics confidentiality impact high integrity impact high availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution com fasterxml jackson core jackson databind direct dependency fix resolution org springframework boot spring boot starter web release check this box to open an automated fix pr,non_technical debt,0
complete deploy service to the cloud as a service provider i need the service to be deployed to the cloud so that i can scale the capacity to the user demand details and assumptions db still needs to be provisioned app needs to be pushed and connected to db artifacts for cloud foundry app have been created in branch cf deploy acceptance criteria gherkin given i have deployed the service to the cloud when customer visits our url then service is available,technical debt,1
url encode uids🐛 as most symbols are allowed as a part of the uids we need to encode them before adding them to the url this applies to all uids for example if a well has this uid it would try to open a page even though the well exists because the is added without being encoded,non_technical debt,0
markdown linting and eols consistency target components devutils docs why who internal external devs remark and the documentation website which has some trouble rendering different ways of splitting the lines when parsing our md sources feature or enhancement there s no new line consistency enforced n mixed with r n spacing is inconsistent some files ending with or new lines trailing spaces on non empty lines useless empty lines everything relies on human opinions place where we need a tool to automate the prettying and enforce a standard through linting solution alternative all ides we use should strip trailing spaces and end the file with only one mandatory nl same standard for python code — easily configurable in ide’s settings a markdown and should be automated in our invoke command stack git configuration to the line endings so we also stay consistent with what we end up in the repo vs what everyone has locally slack public slack private,technical debt,1
security fix cve neild requested issue to be considered for backport to the next minor release gopherbot please open backport issues for this security fix,non_technical debt,0
improve local dev environment setup description there are several configuration challenges that make setting up a local development environment difficult the following items need to be fixed bypassed when a local environment is used you can’t use auth dev because it has no subdivisions set login routine correctly prevents login and you won’t be on the roster the vatusa api is essentially entirely inaccessible this also breaks the login routine although it no longer breaks the roster update thanks ian for fixing that was a big issue before but not anymore lack of documentation for setting yourself up with logging in and stuff a handful of env variables that need to be changed editing your cid in the routes page having to comment out specific lines of code to allow logging in to work getting credentials from vatsim setting up redirect url in vatsim s dev account acceptance criteria create a local environment variable or auto detect a local environment use auth dev by default in the local environment bypass vatusa api at logon fully document setup of the local dev environment automate use of auth variables for auth dev accepted by kjporter dev notes xd notes working branch pr feature toggle qa notes deployment notes,technical debt,1
frequent test failures of teststartstop group default diff port serial verifykubernetesimages this test has high flake rates for the following environments environment flake rate,non_technical debt,0
remove old infrastructure repos from internal github once curiosity is in full production we ll clean house and archive or delete outdated repositories these include older infrastructure projects hosted on huit s internal github instance we also need to change the default branch of curiosity if to main and delete the master branch,technical debt,1
add openssf scorecard create a workflow that uses the so that we can monitor the open source hygiene of the project tasks add workflow that runs the scorecard action and publishes the results update the readme of the repo to display the current scorecard result,technical debt,1
cve high detected in tar tgz tar tgz cve high severity vulnerability vulnerable libraries tar tgz tar tgz tar tgz tar for node library home page a href path to dependency file package json path to vulnerable library node modules npm node modules tar package json dependency hierarchy grunt npm install tgz root library npm tgz x tar tgz vulnerable library tar tgz tar for node library home page a href path to dependency file package json path to vulnerable library package json dependency hierarchy nodemon tgz root library chokidar tgz fsevents tgz node pre gyp tgz x tar tgz vulnerable library found in base branch master vulnerability details the npm package tar aka node tar before versions and has a arbitrary file creation overwrite vulnerability due to insufficient absolute path sanitization node tar aims to prevent extraction of absolute file paths by turning absolute paths into relative paths when the preservepaths flag is not set to true this is achieved by stripping the absolute path root from any absolute file paths contained in a tar file for example home user bashrc would turn into home user bashrc this logic was insufficient when file paths contained repeated path roots such as home user bashrc node tar would only strip a single path root from such paths when given an absolute file path with repeating path roots the resulting path e g home user bashrc would still resolve to an absolute path thus allowing arbitrary file creation and overwrite this issue was addressed in releases and users may work around this vulnerability without upgrading by creating a custom onentry method which sanitizes the entry path or a filter method which removes entries with absolute paths see referenced github advisory for details be aware of cve which fixes a similar bug in later versions of tar publish date url a href cvss score details base score metrics exploitability metrics attack vector network attack complexity low privileges required none user interaction required scope unchanged impact metrics confidentiality impact none integrity impact high availability impact high for more information on scores click a href suggested fix type upgrade version origin a href release date fix resolution tar direct dependency fix resolution nodemon check this box to open an automated fix pr,non_technical debt,0
create hooks to set up and tear down tests as developer i want to create hooks steps so that i can run before and after sections acceptance criteria i have a hooks class i can execute before and after steps defined on hooks all tests are passing references,non_technical debt,0
